"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number Numeric","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
2,2.00,"UBC",632.00,22247.00,30521.00,,"2002 WTU Forays for North Cascades National Park","Asteraceae","Hieracium albiflorum","Hieracium","albiflorum","Hook.",,,,,,,,1.00,"David Giblin",22.00,"Oct",2002.00,,,"Alison Colwell","02-","30",,"02-30",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Red-tinged leaves with ciliate hairs along mid-rib; in gravelly soil.","Elevation and coordinates estimated from map.","Native","Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
3,3.00,"WTU",632.00,22248.00,30521.00,353106.00,"2002 WTU Forays for North Cascades National Park","Asteraceae","Hieracium albiflorum","Hieracium","albiflorum","Hook.",,,,,,,,1.00,"David Giblin",22.00,"Oct",2002.00,,,"Alison Colwell","02-","30",,"02-30",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Red-tinged leaves with ciliate hairs along mid-rib; in gravelly soil.","Elevation and coordinates estimated from map.","Native","Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
4,1.00,"WTU",632.00,22252.00,30523.00,353107.00,"2002 WTU Forays for North Cascades National Park","Taxaceae","Taxus brevifolia","Taxus","brevifolia","Nutt.",,,,,,,,1.00,"David Giblin",7.00,"Nov",2002.00,,,"Alison Colwell","02-","32",,"02-32",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Spreading shrub to 2 meters tall; forming a thicket on steep talus slope; in full sun with Abies, Acer, and Sorbus.","Elevation and coordinates estimated from map.","Native","Fertile",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
5,2.00,"UBC",632.00,22253.00,30523.00,,"2002 WTU Forays for North Cascades National Park","Taxaceae","Taxus brevifolia","Taxus","brevifolia","Nutt.",,,,,,,,1.00,"David Giblin",7.00,"Nov",2002.00,,,"Alison Colwell","02-","32",,"02-32",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Spreading shrub to 2 meters tall; forming a thicket on steep talus slope; in full sun with Abies, Acer, and Sorbus.","Elevation and coordinates estimated from map.","Native","Fertile",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
6,3.00,"NOCA",632.00,22254.00,30523.00,,"2002 WTU Forays for North Cascades National Park","Taxaceae","Taxus brevifolia","Taxus","brevifolia","Nutt.",,,,,,,,1.00,"David Giblin",7.00,"Nov",2002.00,,,"Alison Colwell","02-","32",,"02-32",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Spreading shrub to 2 meters tall; forming a thicket on steep talus slope; in full sun with Abies, Acer, and Sorbus.","Elevation and coordinates estimated from map.","Native","Fertile",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
7,1.00,"NOCA",632.00,22255.00,30524.00,,"2002 WTU Forays for North Cascades National Park","Poaceae","Glyceria elata","Glyceria","elata","(Nash) Jones",,,,,,,,1.00,"David Giblin",14.00,"Nov",2002.00,,,"Alison Colwell","02-","34",,"02-34",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Weak, hollow stems; clump of several stems among thick herbage; growing in shady, seep area with Mimulus and Habeneria.","Elevation and coordinates estimated from map.","Native","Flowering",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
8,2.00,"WTU",632.00,22256.00,30524.00,353108.00,"2002 WTU Forays for North Cascades National Park","Poaceae","Glyceria elata","Glyceria","elata","(Nash) Jones",,,,,,,,1.00,"David Giblin",14.00,"Nov",2002.00,,,"Alison Colwell","02-","34",,"02-34",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Weak, hollow stems; clump of several stems among thick herbage; growing in shady, seep area with Mimulus and Habeneria.","Elevation and coordinates estimated from map.","Native","Flowering",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
9,3.00,"UBC",632.00,24725.00,30524.00,,"2002 WTU Forays for North Cascades National Park","Poaceae","Glyceria elata","Glyceria","elata","(Nash) Jones",,,,,,,,1.00,"David Giblin",14.00,"Nov",2002.00,,,"Alison Colwell","02-","34",,"02-34",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Weak, hollow stems; clump of several stems among thick herbage; growing in shady, seep area with Mimulus and Habeneria.","Elevation and coordinates estimated from map.","Native","Flowering",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
10,1.00,"NOCA",632.00,22257.00,30525.00,,"2002 WTU Forays for North Cascades National Park","Rosaceae","Sorbus scopulina var. cascadensis","Sorbus","scopulina","Greene","var.","cascadensis","(Jones) Hitchc.",,,,,1.00,"David Tank",13.00,"Nov",2002.00,,,"Alison Colwell","02-","35",,"02-35",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Small tree to 4 meters; bark gray-green, shiny, with lenticels.",,"Native","Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
11,2.00,"WTU",632.00,22258.00,30525.00,353109.00,"2002 WTU Forays for North Cascades National Park","Rosaceae","Sorbus scopulina var. cascadensis","Sorbus","scopulina","Greene","var.","cascadensis","(Jones) Hitchc.",,,,,1.00,"David Tank",13.00,"Nov",2002.00,,,"Alison Colwell","02-","35",,"02-35",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Small tree to 4 meters; bark gray-green, shiny, with lenticels.",,"Native","Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
12,3.00,"UBC",632.00,22259.00,30525.00,,"2002 WTU Forays for North Cascades National Park","Rosaceae","Sorbus scopulina var. cascadensis","Sorbus","scopulina","Greene","var.","cascadensis","(Jones) Hitchc.",,,,,1.00,"David Tank",13.00,"Nov",2002.00,,,"Alison Colwell","02-","35",,"02-35",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Small tree to 4 meters; bark gray-green, shiny, with lenticels.",,"Native","Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
13,1.00,"NOCA",632.00,22260.00,30526.00,,"2002 WTU Forays for North Cascades National Park","Caprifoliaceae","Lonicera involucrata","Lonicera","involucrata","(Rich.) Banks",,,,,,,,1.00,"David Giblin",23.00,"Oct",2002.00,,,"Alison Colwell","02-","36",,"02-36",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Spreading shrub to 2 meters tall; flowers yellow, drying, and dehiscing; bracts red; fruits black.",,"Native","Flowering & Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
14,2.00,"UBC",632.00,22261.00,30526.00,,"2002 WTU Forays for North Cascades National Park","Caprifoliaceae","Lonicera involucrata","Lonicera","involucrata","(Rich.) Banks",,,,,,,,1.00,"David Giblin",23.00,"Oct",2002.00,,,"Alison Colwell","02-","36",,"02-36",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Spreading shrub to 2 meters tall; flowers yellow, drying, and dehiscing; bracts red; fruits black.",,"Native","Flowering & Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
15,3.00,"WTU",632.00,22262.00,30526.00,353110.00,"2002 WTU Forays for North Cascades National Park","Caprifoliaceae","Lonicera involucrata","Lonicera","involucrata","(Rich.) Banks",,,,,,,,1.00,"David Giblin",23.00,"Oct",2002.00,,,"Alison Colwell","02-","36",,"02-36",,10.00,"Aug",2002.00,"USA","Washington","Chelan","Near junction of Horseshoe Basin Trail and Stehekin Trail.",3608.00,,1100.00,,48.00,27.00,0.00,"N",121.00,1.00,0.00,"W",,,"Field notes",10.00,646653,5368218,"WGS 84",,"Calc. from Lat-Long",,,,,"Steep, open rockslide area with Penstemon rupicola, Abies lasiocarpa (small), Artemisia douglasii, Acer circinatum, Epilobium angustifolium, Sorbus scopulina, Pachistima mrysinites, Achillea millefolium, Rubus parviflora, Taxus brevifolia, and Cryptogramma crispa.","Spreading shrub to 2 meters tall; flowers yellow, drying, and dehiscing; bracts red; fruits black.",,"Native","Flowering & Fruiting",,"{2609B095-BC72-4F9A-934E-134F5A59D340}",645894,5369992,"NAD83","OK","Natalya Antonova"
