geometry,Bed Name,Location,Survey Date,survno,Acres,Miles,County,Time (GMT),Start time (PDT),End time (PDT),CORRECTED DEPTH: Edge closest to shore (m MLLW),CORRECTED DEPTH: Edge farthest from shore (m MLLW),Water Temp (C ) 1,Water Temp (C ) 2,Weather,Tide Station,Tidal Ht (m),Observations,Additonal Observations,Notes,Photo towards beach,Photo towards water,Photo beach on left,Photo beach on right,SurveyID,SurveyDate_Converted
Geocortex.Gis.Geometries.Polygon,Ebey's Landing,Ebey's Landing,"Aug 30, 2020",2,41.620421637278,1.56523743428378,Island,, 08:55 AM, 11:45 AM,6.8,6.8,11.9,12,Clear,Admiralty Head (9447905),-0.376,,"Tracks are from 2 observers, going in opposite directions at the same time.",,,,,,IslandEbey's Landing2020-08-30_2,2020-08-30T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 1,Edmonds Dive Park,"July 7, 2020",1,0.208238744959905,0.0914655155576173,Snohomish,, 11:48 PM, 01:15 PM,2.6,3,14,13.5,Clouds,Edmonds,-0.2772,Kelp looks smaller than previous years and is still growing. Perhaps due to cold weather this year.,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-V3g9QNT/0/C4BvV35p34Q8csVKJsWCPnkfVwfsVJ7xVwGxGpkh6/Th/Edmonds1_7Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-JPTrtMd/0/jX8PMZzc4Mssp9H3jK3zcMW5FG7dCTkzcfZVsNkh/Th/Edmonds1_7Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-zZprXqG/0/XKt3G8dtjbWWLNgwggB8XBGnRVNP2gTQ4WCH4qNs/Th/Edmonds1_7Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-qscft7N/0/CDQLWcqqMk92QvjtDKf8N9wX9KWBMGxwJGLkvD4qn/Th/Edmonds1_7Jul2020_BeR-XL.jpg,SnohomishEdmonds 12020-07-07_1,2020-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 1,Edmonds Dive Park,"July 7, 2020",2,0.217362275953021,0.0934320840471702,Snohomish,, 11:48 PM, 01:15 PM,2.6,3,14,13.5,Clouds,Edmonds,-0.2772,Kelp looks smaller than previous years and is still growing. Perhaps due to cold weather this year.,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-V3g9QNT/0/C4BvV35p34Q8csVKJsWCPnkfVwfsVJ7xVwGxGpkh6/Th/Edmonds1_7Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-JPTrtMd/0/jX8PMZzc4Mssp9H3jK3zcMW5FG7dCTkzcfZVsNkh/Th/Edmonds1_7Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-zZprXqG/0/XKt3G8dtjbWWLNgwggB8XBGnRVNP2gTQ4WCH4qNs/Th/Edmonds1_7Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-qscft7N/0/CDQLWcqqMk92QvjtDKf8N9wX9KWBMGxwJGLkvD4qn/Th/Edmonds1_7Jul2020_BeR-XL.jpg,SnohomishEdmonds 12020-07-07_2,2020-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 1,Edmonds Dive Park,"Aug 3, 2020",1,0.472336026976471,0.134149895217496,Snohomish,, 11:05 AM, 11:17 AM,1.4,4.4,15.5,15.5,Clear,Edmonds,-0.57519,"More obvious grazing. Stems 15-20 feet. Fronds 0-12'. Bulbs 2""",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Jj6QQML/0/CMTGRX8bKpdK6dDD4WvLDKT2NPrfSFgXkCFzPsLKS/Th/Edmonds1_3Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-tzsGp32/0/DVQNLnn9k7GdcjFzm3Rr3mpFrTCT5NvNKBJXDvvNz/Th/Edmonds1_3Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-9xBSw64/0/gj8tqwMmpKp7wnGMxzsST5GLfLkKLQvhmZ9d4VKT/Th/Edmonds1_3Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-M3WrPtC/0/C7grWHmRZ9Mwk7GZ7PGtXd8nhj5mT5qCQBzpt4BxF/Th/Edmonds1_3Aug2020_BeR-XL.jpg,SnohomishEdmonds 12020-08-03_1,2020-08-03T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 1,Edmonds Dive Park,"Aug 3, 2020",2,0.330362212153175,0.121777684218698,Snohomish,, 11:05 AM, 11:17 AM,1.4,4.4,15.5,15.5,Clear,Edmonds,-0.57519,"More obvious grazing. Stems 15-20 feet. Fronds 0-12'. Bulbs 2""",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Jj6QQML/0/CMTGRX8bKpdK6dDD4WvLDKT2NPrfSFgXkCFzPsLKS/Th/Edmonds1_3Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-tzsGp32/0/DVQNLnn9k7GdcjFzm3Rr3mpFrTCT5NvNKBJXDvvNz/Th/Edmonds1_3Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-9xBSw64/0/gj8tqwMmpKp7wnGMxzsST5GLfLkKLQvhmZ9d4VKT/Th/Edmonds1_3Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-M3WrPtC/0/C7grWHmRZ9Mwk7GZ7PGtXd8nhj5mT5qCQBzpt4BxF/Th/Edmonds1_3Aug2020_BeR-XL.jpg,SnohomishEdmonds 12020-08-03_2,2020-08-03T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 2,Edmonds North,"July 7, 2020",1,3.16360837386651,0.393789816295136,Snohomish,, 12:23 PM, 12:44 PM,2.6,3.6,14,13,Clouds,Edmonds,-0.51876,"Healthy, fronds 15' long. Bulbs 2-3cm. Somewhat lower density than previous years. River otter feeding in kelp bed. Stipes thinner than in previous years.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-FqxZgkp/0/X8pWxbTvHhTvdvnfP4HK4dn2HjxtG2Zt4qS6n9xR/Th/Edmonds2_7Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-jgncKJN/0/85bdx5CJbnwM9kS6P67jp85cjGmgmNjTdPVLwV3X/Th/Edmonds2_7Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-fTKZ9cL/0/fhwhZFm2BX6R9dwgj2RzqqjVRgS75Rk4SkmVGr4w/Th/Edmonds2_7Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-QVt3PLS/0/FRsZQsWmGmHM83CRmR43wQn9F5kPM6Wm7m5w83sjW/Th/Edmonds2_7Jul2020_BeR-XL.jpg,SnohomishEdmonds 22020-07-07_1,2020-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 2,Edmonds North,"July 7, 2020",2,2.62824037743272,0.408006005421158,Snohomish,, 12:23 PM, 12:44 PM,2.6,3.6,14,13,Clouds,Edmonds,-0.51876,"Healthy, fronds 15' long. Bulbs 2-3cm. Somewhat lower density than previous years. River otter feeding in kelp bed. Stipes thinner than in previous years.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-FqxZgkp/0/X8pWxbTvHhTvdvnfP4HK4dn2HjxtG2Zt4qS6n9xR/Th/Edmonds2_7Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-jgncKJN/0/85bdx5CJbnwM9kS6P67jp85cjGmgmNjTdPVLwV3X/Th/Edmonds2_7Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-fTKZ9cL/0/fhwhZFm2BX6R9dwgj2RzqqjVRgS75Rk4SkmVGr4w/Th/Edmonds2_7Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-QVt3PLS/0/FRsZQsWmGmHM83CRmR43wQn9F5kPM6Wm7m5w83sjW/Th/Edmonds2_7Jul2020_BeR-XL.jpg,SnohomishEdmonds 22020-07-07_2,2020-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 2,Edmonds North,"Aug 3, 2020",1,2.79702351868281,0.352345501877975,Snohomish,, 10:40 AM, 10:57 AM,1,1,15.5,15.5,,Edmonds,-0.45243,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-KFVMXjW/0/Cn7PCw6TkzdKVgjx9zsFHxhn3F6TcTjVR62fRkfhx/Th/Edmonds2_3Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-9wWmpBq/0/7RL3XgsGS5rDpPfq2vQKPgPMTGS7RPJS2V8vzdfC/Th/Edmonds2_3Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-TxD9L8j/0/Jn8f8x7p2T7VDQfRsqRwpFVtg3crfjHKphbQ5gqt/Th/Edmonds2_3Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-PxQGnSj/0/DhJkd7Bsj8GX722BbM645QZsVLQp67B8SFR549g7/Th/Edmonds2_3Aug2020_BeR-XL.jpg,SnohomishEdmonds 22020-08-03_1,2020-08-03T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 2,Edmonds North,"Aug 3, 2020",2,3.06705284318413,0.414924601640448,Snohomish,, 10:40 AM, 10:57 AM,1,1,15.5,15.5,,Edmonds,-0.45243,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-KFVMXjW/0/Cn7PCw6TkzdKVgjx9zsFHxhn3F6TcTjVR62fRkfhx/Th/Edmonds2_3Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-9wWmpBq/0/7RL3XgsGS5rDpPfq2vQKPgPMTGS7RPJS2V8vzdfC/Th/Edmonds2_3Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-TxD9L8j/0/Jn8f8x7p2T7VDQfRsqRwpFVtg3crfjHKphbQ5gqt/Th/Edmonds2_3Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-PxQGnSj/0/DhJkd7Bsj8GX722BbM645QZsVLQp67B8SFR549g7/Th/Edmonds2_3Aug2020_BeR-XL.jpg,SnohomishEdmonds 22020-08-03_2,2020-08-03T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 3,Edmonds North,"July 7, 2020",1,0.778814201764235,0.254703565897234,Snohomish,, 11:47 AM, 12:10 PM,2,3.3,15.5,14,Clouds,Edmonds,-0.2772,"abundant sargassum, river otter eating fish present. Kelp looks slightly smaller than previous years, perhaps due to colder weather.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Cv5vwW3/0/Ctqc5mX6wWx7VwbqvwT77hXT8RC6Hsh7jgxcK5VB4/Th/Edmonds3_7Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-d2Qw82J/0/CHRsfb6DbW96SrbkKGkppLKqwvHMMLjZbcBxPnQcX/Th/Edmonds3_7Jul2020_ToWa-XL.jpg,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-9rxHnnp/0/D2t6NvnCQmgw776F9jg6HVXqwt6c9kP2MgxB3nVRf/Th/Edmonds3_7Jul2020_BeR-XL.jpg,SnohomishEdmonds 32020-07-07_1,2020-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 3,Edmonds North,"July 7, 2020",2,0.505995368413149,0.228405973474709,Snohomish,, 11:47 AM, 12:10 PM,2,3.3,15.5,14,Clouds,Edmonds,-0.2772,"abundant sargassum, river otter eating fish present. Kelp looks slightly smaller than previous years, perhaps due to colder weather.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Cv5vwW3/0/Ctqc5mX6wWx7VwbqvwT77hXT8RC6Hsh7jgxcK5VB4/Th/Edmonds3_7Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-d2Qw82J/0/CHRsfb6DbW96SrbkKGkppLKqwvHMMLjZbcBxPnQcX/Th/Edmonds3_7Jul2020_ToWa-XL.jpg,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-9rxHnnp/0/D2t6NvnCQmgw776F9jg6HVXqwt6c9kP2MgxB3nVRf/Th/Edmonds3_7Jul2020_BeR-XL.jpg,SnohomishEdmonds 32020-07-07_2,2020-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 3,Edmonds North,"Aug 3, 2020",1,0.697624746915034,0.239405618722104,Snohomish,, 10:20 AM, 10:35 AM,1,1,15,15,Clear,Edmonds,-0.31779,"Stems 5-15' long, fronds 2-8' long, obvious grazing on fronds. bulbs 2-2.5"" in diameter",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-tHXz4Q6/0/SVKH2GTTXKQcgtTpvdK462rBwfhD7JZ6VvQXnGGZ/Th/Edmonds3_3Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-G97zck3/0/XkGzHVTrsXjPB6X6Wg7fPxwhKc223tFSMQz5crmZ/Th/Edmonds3_3Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-sSqvkS8/0/CFHnbKcTx2fNRwZZ97vH6QWTTcnWZTkmFqJ49qtCs/Th/Edmonds3_3Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-fWdHrDn/0/6pvCgbKDH27jnpW3Tb65Cf8xCQJ6pMSwcZBNPGr5/Th/Edmonds3_3Aug2020_BeR-XL.jpg,SnohomishEdmonds 32020-08-03_1,2020-08-03T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Edmonds 3,Edmonds North,"Aug 3, 2020",2,0.591182041117887,0.252135683068766,Snohomish,, 10:20 AM, 10:35 AM,1,1,15,15,Clear,Edmonds,-0.31779,"Stems 5-15' long, fronds 2-8' long, obvious grazing on fronds. bulbs 2-2.5"" in diameter",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-tHXz4Q6/0/SVKH2GTTXKQcgtTpvdK462rBwfhD7JZ6VvQXnGGZ/Th/Edmonds3_3Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-G97zck3/0/XkGzHVTrsXjPB6X6Wg7fPxwhKc223tFSMQz5crmZ/Th/Edmonds3_3Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-sSqvkS8/0/CFHnbKcTx2fNRwZZ97vH6QWTTcnWZTkmFqJ49qtCs/Th/Edmonds3_3Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-fWdHrDn/0/6pvCgbKDH27jnpW3Tb65Cf8xCQJ6pMSwcZBNPGr5/Th/Edmonds3_3Aug2020_BeR-XL.jpg,SnohomishEdmonds 32020-08-03_2,2020-08-03T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Hat Island,Hat Island,"Aug 17, 2020",,15.4177863493009,0.844429168480404,Snohomish,, 10:00 AM, 10:15 AM,2.3,5,16,16,Clear,Everett,-0.47718,Kelp is much less dense than previous years. Bed seemed much smaller. Plants are much much smaller.,Survey done by motor boat. It was concerning how little kelp was found compared to previous years,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-2FwgKJ6/0/DX7KCrzQcMTFLQmxR8Cjs5gQG9d2Gfg5MRRBLzB8D/Th/HatIsland_17Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-r2whFQc/0/D7f3BM8jwKKNJWP9J6tZnRj7qKMDSxgfphb5c3C5q/Th/HatIsland_17Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Vkw2TbP/0/DG4RXJcbGd2PFjm9fV7FZCf5XC2vR7sXM3GDtfsCm/Th/HatIsland_17Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-NpHCWV8/0/NZLqzRC2QGKLTHBjg6gxfDRrZkTzbFsMtK2CcRJp/Th/HatIsland_17Aug2020_BeR-XL.jpg,SnohomishHat Island2020-08-17,2020-08-17T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Polnell Point,Polnell Point,"July 24, 2020",,10.6644383856444,1.15603416424396,Island,, 11:55 AM, 02:25 PM,2.9,3.5,13,13.2,Clear,947952 Crescent Harbor,0.73755,,,,,,,,IslandPolnell Point2020-07-24,2020-07-24T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Polnell Point,Polnell Point,"Aug 31, 2020",,41.3038560804616,2.74779606927253,Island,, 09:20 AM, 12:10 PM,2.2,6.1,13.9,13.2,Clouds,947952,-0.05049,,,,,,,,IslandPolnell Point2020-08-31,2020-08-31T00:00:00.0000000
