geometry,Bed Name,Location,Survey Date,Acres,Miles,County,Start time (PDT),End time (PDT),CORRECTED DEPTH: Edge closest to shore (m MLLW) 1,CORRECTED DEPTH: Edge farthest from shore (m MLLW) 1,Water Temp (C ) Shore Edge 1,Water Temp (C ) Water Edge 1,CORRECTED DEPTH: Edge closest to shore (m MLLW) 2,CORRECTED DEPTH: Edge farthest from shore (m MLLW) 2,Water Temp (C ) Shore Edge 1,Water Temp (C ) Water Edge 1,Weather, Tide Station,Tidal Ht (m),Observations,Additional Observations,Photo towards beach,Photo towards water,Photo beach on left,Photo beach on right,Surveyor,Survey_Id_String,SurveyDate_Converted
Geocortex.Gis.Geometries.Polygon,Biz Point,Biz Point,"Sept 16, 2021",0.891714678422578,0.26773869059077,Skagit,06:12,06:28,,7.3152,,11.1111111111111,,,,,clear,Burrows Bay,-0.185928,"This kelp bed has expanded to the largest size in my memory. All the shafts/stalks were large and dark green. Earlier in this summer, some were narrower and light green. It was still too early to pick out sea stars because of low light. On our travel to the kelp we used headlamps and great blue herons allowed us to approach them up to 30 feet before leaving. Again we observed that slack current was at approximately 6:12 which was much earlier than low tide predicted for 6:47.",Phil uploaded a video to Box.,,,,,John Freeto,skagit_biz_point_2021_09_16_1,2021-09-16T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Coffin Rocks,Coffin Rocks,"July 7, 2021",1.45710235650803,0.25258114957586,Skagit,08:35,09:09,6.7056,9.7536,10,,,,,,clouds,Bowman Bay,-0.24384,"Healthy ""plants"", NW hole not as prominent as on June 9, thin trail of new ""plants"" projecting N on E side connecting to new, more dense ""bed"" in area that had only a single bulb in June.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-Qj3Zgdv/0/CmqwH3FM6mcZVj7f3GJckhL8hKnJHWrHQkKbjfwwp/Th/skagit_coffin_rocks_2021_07_07_6_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-c2Z5z3t/0/CPvrLxN6bk9TGv8Wm3BzbZWvbGdVPPcDbJsFj9JBp/Th/skagit_coffin_rocks_2021_07_07_6_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-6qfRsgG/0/DpHrxCRwpKwhZ2X6MMx2tpBdNL7CBTkb5wmWgZfKW/Th/skagit_coffin_rocks_2021_07_07_6_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-V26NSQL/0/CKhpxSwJqMQcfnrwWq2MjfC4VD6WNrHPp43rbz4z4/Th/skagit_coffin_rocks_2021_07_07_6_BeR-XL.jpg,Bob Weathers,skagit_coffin_rocks_2021_07_07_6,2021-07-07T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Coffin Rocks,Coffin Rocks,"Aug 5, 2021",1.69536798575292,0.230536385926251,Skagit,07:55,08:28,7.0104,8.5344,12,13,,,,,clear,Bowman Bay,-0.18288,"Considerable expansion of new low-density, especially on the east side and south end.","Wind, occasionally gusting 10-15 kts made all aspects of the survey harder and results more suspect than usual.  I was surprised when I looked at the GPS track, which makes the NE border look quite different from the mental image I got when paddling the p",https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-gfcSFHS/0/QSmqZSXFjjmCKVhfd7xzNNXhnC5kfMcNJxS5HSD4/Th/skagit_coffin_rocks_2021_08_05_10_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-JTTWV7J/0/NqxVqLk8dnXJvG3CD965Qw7xPg7p8FmQbZ4CLhj3/Th/skagit_coffin_rocks_2021_08_05_10_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-c2Z5z3t/0/CPvrLxN6bk9TGv8Wm3BzbZWvbGdVPPcDbJsFj9JBp/Th/skagit_coffin_rocks_2021_07_07_6_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-kXPfj7P/0/xb7x9qxmz9C9qt7WL4qbXzpGVsKHQ8RqWvTprBBJ/Th/skagit_coffin_rocks_2021_08_05_10_BeR-XL.jpg,Bob Weathers,skagit_coffin_rocks_2021_08_05_10,2021-08-05T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point West,Shannon Point West,"June 25, 2021",4.76506671893838,0.579970033496064,Skagit,12:25,01:28,1.61544,2.52984,12.2222222222222,11.6666666666667,,,,,clear,Ship Harbor,-0.85344,"Bed already a continuous elongate bed parallel to shore.  Not as dense as the Shannon East bed, but still the greatest abundance of kelp seen this early in this shore segment.  Rust color growth/discoloration on about1/5 of fronds, no epifauna.  Mixed with sarcasm near shore.  No signs of human impacts or marine creatures save a few kelp crabs noted.  Osprey and gb herons.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-9Sj67F8/0/D53VDnr7SXgDgTjgDpWzWs36KhVND8PnkDQQVKJVk/Th/skagit_shannon_point_west_2021_06_25_5_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-KGrSxLX/0/DSGWnWDT4JMXLCrzCRC4QdVxsGvVMC4T3bmwzQcqc/Th/skagit_shannon_point_west_2021_06_25_5_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-X6HJ942/0/DjZgKtDctrgHJJswNZ4CxsxFgwr2wwtf7Sm3k6vjC/Th/skagit_shannon_point_west_2021_06_25_5_BeL-XL.jpg,,Brad Smith,skagit_shannon_point_west_2021_06_25_5,2021-06-25T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point East,Shannon Point East,"June 25, 2021",6.74422985485733,0.583829772588116,Skagit,12:25,01:28,0.4572,2.4384,16.6666666666667,12.2222222222222,,,,,clear,Ship Harbor,-0.85344,"Bed elongate parallel to shore, mixed with sarcasm in shallows. Very dense, especially to NW and for this time of year.  We observed about 1/3 of fronds have a ""rusty"" discoloration, but no visible epifauna or kelp crabs found unlike in past.  No obvious human or marine mammal impacts.","We have called this beach segment Shannon East for several years, but still shows up in Kobo as Shannon 1 - maybe we can get this switched?",https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-87pnVq9/0/C4s92tX6FLPTrgS5hpbbHHBXVvPcdJCMb74p9mcqb/Th/skagit_shannon_point_east_2021_06_25_4_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-VvsPv4d/0/CmKKszDng5mBMfb8Jm8J6TkcNpht2hjDx5vM5Zcp/Th/skagit_shannon_point_east_2021_06_25_4_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-KfmkwmN/0/CdsRJHGLMBnB85CTNWJQZFdz2Pkq8ZFXDrSG78hNG/Th/skagit_shannon_point_east_2021_06_25_4_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-8RzmzCb/0/DPwpMGgdvt2Rfcp6vZkVbD3WqwhFsHc24GbFMZ9GK/Th/skagit_shannon_point_east_2021_06_25_4_BeR-XL.jpg,Brad Smith,skagit_shannon_point_east_2021_06_25_4,2021-06-25T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point West,Shannon Point West,"July 20, 2021",4.3957035509468,0.446144004981675,Skagit,10:28,10:38,3.81,8.0772,11.6666666666667,11.6666666666667,,,,,clear,Ship Harbor,-0.12192,"Kelp bed parallels shore, densest in the NE end.  Much further offshore than the East bed(about 15m off shoreline for West vs. about 0 m for East) and West bed is much deeper on both edges(13' vs. 2' near shore and 24' vs. 12' offshore).  Some sargassum noted along shore edge, not as prevalent as to East.  A single continuous elongate bed this year, unlike separated smaller beds in previous July surveys.  Two seals (maybe one a seal ion?) in bed during survey, but no kelp crabs noted.  ""Rust"" on blades seems absent now.  No human impacts.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-6crxLHs/0/FXNzpCQ23KFdSPRJPkdBSW9Cqbh7VPPB8ZsPVzsw3/Th/skagit_shannon_point_west_2021_07_20_1_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-bHC99dt/0/CGtCmMTv8jGkK5skMfDNVNxfJsDrdRjVvVLKdrgr4/Th/skagit_shannon_point_west_2021_07_20_1_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-Wr5ZMXZ/0/C544g72HKG3cKgDP28dN9SvpSkgqHQmMZd6jhd4ZS/Th/skagit_shannon_point_west_2021_07_20_1_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-ncpdpNP/0/ww3WSvLPDNR2WP3Hjsthhmt5dqb4HZD98QsPtJch/Th/skagit_shannon_point_west_2021_07_20_1_BeR-XL.jpg,Brad Smith,skagit_shannon_point_west_2021_07_20_2,2021-07-20T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point East,Shannon Point East,"July 20, 2021",7.58477532502656,0.558018896097044,Skagit,10:00,10:18,0.762,3.6576,12.2222222222222,11.1111111111111,,,,,clear,Ship Harbor,-0.3048,"Very dense bed, especially NW end near navigation marker and along shore.  More diffuse offshore.  Little evidence of the ""rust"" on blades noticed last moth.  Kelp looks healthy.  Sargassum near shore along entire length, about 10 m or so wide.  Two seals observed in bed, but no kelp crabs noticed this month.  Herons and  osprey fishing, no human impacts noted.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-5bVH2Ls/0/FRxGWnkht53N3Grp5nC8W8DHDjcPg3xbm8vDXNM9s/Th/skagit_shannon_point_east_2021_07_20_8_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-27mPmGV/0/DtSh2bfcx3Rg3MRLVtzz8x8W6T4DjhLnpJ9X4bCkd/Th/skagit_shannon_point_east_2021_07_20_8_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-g7XhJLB/0/CdgKRmznrWvCQS2kHX366khqXDR2pjgDh4trbVHTB/Th/skagit_shannon_point_east_2021_07_20_8_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-fT2vLjq/0/CD39g69dmMPvzpfBJRdgBf4tSTw7vBThpGX5F8sxM/Th/skagit_shannon_point_east_2021_07_20_8_BeR-XL.jpg,Brad Smith,skagit_shannon_point_east_2021_07_20_8,2021-07-20T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point West,Shannon Point West,"Aug 20, 2021",3.98049902949714,0.444195366814829,Skagit,12:29,12:44,1.524,7.0104,13.3333333333333,13.3333333333333,,,,,clouds,Ship Harbor,0.33528,"No sargasum observed near shore, and kelp is less dense than east bed.  Bed appears smaller than previous month - narrower and closer to shore, but is still one continuous, elongate bed.  No human impacts or activity noted, nor was the presence of any sizable fauna (kelp crabs, seals), but conditions were quite choppy with swell at end of survey, and difficult to carefully observe fronds.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-Fv4mJNL/0/CnQvKVRfjJGcDGCQfGBgmHpfP3fTt6hX92S27zFjB/Th/skagit_shannon_point_west_2021_08_20_15_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-nttTkXJ/0/W7ZrVSTTxjdSrK2pzn2NWtv2nXQGGbDDLLprDvLJ/Th/skagit_shannon_point_west_2021_08_20_15_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-MhGbbBH/0/CPCWDrs5mTBkf28cf6SdBkQbXQrc3PC4HHkhMdZJH/Th/skagit_shannon_point_west_2021_08_20_15_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-gFG6kN8/0/CQNnmBzhHxnZnTPX46QPXkQwPqn8ZbQhTpDZ5ZFH7/Th/skagit_shannon_point_west_2021_08_20_15_BeR-XL.jpg,Brad Smith,skagit_shannon_point_west_2021_08_20_14,2021-08-20T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point East,Shannon Point East,"Aug 20, 2021",8.48301107784319,0.664785008777722,Skagit,11:55,12:21,0.9144,8.8392,13.3333333333333,13.3333333333333,,,,,clouds,Ship Harbor,-0.06096,"Bed is very dense along shore and at NW end.  Extends further out from shore into deeper waters and further to NW than previous month.  The kelp looks healthy with no signs of ""rust"" or epiphytes.  Very little sargasum noted along shore, where it was abundant earlier in year.  No kelp crabs noted, nor any large fauna (seals etc.).  Heron, osprey and bald eagle all observed.  No human activity or impacts noted.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-XQhmfsc/0/FC4xTr5jMD4DmpVthGVDtwhMDBKJxbVgF2SdJMzLR/Th/skagit_shannon_point_east_2021_08_20_14_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-G8NtG8b/0/DfJp5jpr2fSCPXDQZKGbMM9GXcB2Wcq7dS5sM2mPr/Th/skagit_shannon_point_east_2021_08_20_14_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-fL8gjFw/0/DX2gK6WS9LfR3w4JTmRMhw5WKKq9DFb8KTHp87LRS/Th/skagit_shannon_point_east_2021_08_20_14_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-kBnTdQC/0/CKPHVJ8HWk7chQ9SbWvF2kXDQjJgzpDqPBQqzMGHC/Th/skagit_shannon_point_east_2021_08_20_14_BeR-XL.jpg,Brad Smith,skagit_shannon_point_east_2021_08_20_13,2021-08-20T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point West,Shannon Point West,"Sept 19, 2021",4.86026891838991,0.692730706020201,Skagit,11:45,12:15,1.2192,3.6576,11.1111111111111,10,1.524,5.7912,,10.555555556,heavy_rain,"Ship Harbor, Fidalgo Island",0.06096,"Two long narrow beds with a gap between them of some 40 m.  Both beds parallel shore but further offshore and deeper than East Shannon bed.  Not very dense, especially compared to East bed.  No sargasum  noted nor epiphytes; kelp crabs observed deep near holdfast using GoPro, but not observed in field.  No large animals or birds (pretty bleak day).","Two tracks were measured in this shore segment, with 4 waypoints recorded around each track.  We neglected to take waypoint at end of tracks, but should be very close to starting point (ToWa1 and ToWa2 respectively).  Uploading only first set of photos fr",https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-V8Mx8s5/0/DPFq5tHfnH4LPZNcgGTMCw2NGvxPz79ZK5ZKtCnpw/Th/skagit_shannon_point_west_2021_09_19_33_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-hf4wzt7/0/JFm52xWDh8kzPdg3m9jwFMZsmNgws4kMC2NrLZXr/Th/skagit_shannon_point_west_2021_09_19_33_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-nH6zzZd/0/D98S8Q9tx9p8NTttrL8Vt9P7LWHGcp4bt8737HvWV/Th/skagit_shannon_point_west_2021_09_19_33_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-NQWm5dB/0/FPh5QR4q9fNpKZ9SfQNt3gjfMZJBsXPp3x8PrsVFp/Th/skagit_shannon_point_west_2021_09_19_33_BeR-XL.jpg,Brad Smith,skagit_shannon_point_west_2021_09_19_33,2021-09-19T00:00:00.0000000
Geocortex.Gis.Geometries.Polygon,Shannon Point East,Shannon Point East,"Sept 19, 2021",7.58987020129004,0.613604410680257,Skagit,11:05,12:15,0.9144,3.6576,11.1111111111111,10,,,,,light_rain,"Ship Harbor, Fidalgo Island",0.06096,"Bed elongate parallel to shore, nearly right up to shoreline at 0 tide.  Bed appears wider and deeper on outer edge, especially at NW end, where the bed is particularly dense as well (thinner to SE and as one goes out from shore).  No epiphytes noted - blades look healthy - and no sargasum anywhere (lots near shore earlier in season).  Few kelp crabs noted on blades, but no seals or notable birds (weather was pretty bleak).","We forgot to deploy NWS temperature sensor before starting track, so a second circuit was made along the track with the sensor deployed.  Three waypoints were taken (ToWa2, ToBe2, and EndTrk2) to serve as time stamps for the sensor.",https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-br2vZGM/0/CLB4QQKX5F5ngHHvHZmW8t8TFWScgvWxFFJ9rF66n/Th/skagit_shannon_point_east_2021_09_19_32_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-cvgTSvv/0/HmdcFFzqCLKPb793Rh9gR23CKVW4JFqxsFgqnpFp/Th/skagit_shannon_point_east_2021_09_19_32_ToWaL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-LKFhBhW/0/gkpLK3bV465hQjg7ZnxtpsXMJk7hfRL3ZG2mQgm4/Th/skagit_shannon_point_east_2021_09_19_32_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2021/i-B5FK6ZD/0/CJwp2TC6nZZ2B4wG4cP59prJ5GWCVpRxQXsJgw6Q8/Th/skagit_shannon_point_east_2021_09_19_32_BeR-XL.jpg,Brad Smith,skagit_shannon_point_east_2021_09_19_32,2021-09-19T00:00:00.0000000
